Row,Column,Region_Name,SIG_ENG_NM,Ratio
40,31,Jeon-Buk,Iksan-si,0.0567342889940985
40,31,Jeon-Buk,Gimje-si,0.0281480671646619
40,31,Jeon-Buk,Wanju-gun,0.2850698301208263
40,32,Jeon-Buk,Jeonju-si,0.0429140312639092
40,32,Jeon-Buk,Jeonju-si,0.5901336940845259
40,32,Jeon-Buk,Wanju-gun,0.3669522746515649
40,33,Jeon-Buk,Jeonju-si,0.011689749691647
40,33,Jeon-Buk,Wanju-gun,0.988310250308353
40,34,Jeon-Buk,Wanju-gun,0.1681101957560897
40,34,Jeon-Buk,Jinan-gun,0.8318897997908509
40,35,Jeon-Buk,Jinan-gun,1.0
40,36,Jeon-Buk,Jinan-gun,0.880347521076238
40,36,Jeon-Buk,Muju-gun,0.1108492106335678
40,36,Jeon-Buk,Jangsu-gun,0.0088032682901942
40,37,Jeon-Buk,Jinan-gun,0.0247412896342774
40,37,Jeon-Buk,Muju-gun,0.952463571056268
40,37,Jeon-Buk,Jangsu-gun,0.0227951393094545
40,38,Gyeong-Nam,Geochang-gun,0.2772961198418966
40,38,Jeon-Buk,Muju-gun,0.7227038801581034
40,39,Gyeong-Nam,Geochang-gun,0.8409614987106951
40,39,Gyeong-Buk,Gimcheon-si,0.0279702451629073
40,39,Jeon-Buk,Muju-gun,0.1310682561263974
40,40,Gyeong-Nam,Geochang-gun,0.4954235902650366
40,40,Gyeong-Buk,Gimcheon-si,0.5045764097349633
40,41,Gyeong-Nam,Geochang-gun,0.1882371571648144
40,41,Gyeong-Nam,Hapcheon-gun,0.0791516275745846
40,41,Gyeong-Buk,Gimcheon-si,0.3958550466913869
40,41,Gyeong-Buk,Seongju-gun,0.3367561685692141
40,42,Gyeong-Nam,Hapcheon-gun,0.0064353151885991
40,42,Gyeong-Buk,Goryeong-gun,0.0491222505421014
40,42,Gyeong-Buk,Seongju-gun,0.9444424342692994
40,43,Gyeong-Buk,Goryeong-gun,0.0795108437508254
40,43,Gyeong-Buk,Seongju-gun,0.9204891562491746
40,44,Gyeong-Buk,Goryeong-gun,0.265833606494806
40,44,Gyeong-Buk,Seongju-gun,0.5707594445483101
40,44,Daegu,Dalseong-gun,0.1634069489568838
40,45,Gyeong-Buk,Goryeong-gun,0.2380702075674981
40,45,Daegu,"Seo-gu, Daegu",0.0176458028508035
40,45,Daegu,Dalseo-gu,0.3308535635274219
40,45,Daegu,Dalseong-gun,0.4134301701063336
40,46,Daegu,"Jung-gu, Daegu",0.0838796262091594
40,46,Daegu,"Dong-gu, Daegu",0.0286962237834706
40,46,Daegu,"Seo-gu, Daegu",0.1348537657815725
40,46,Daegu,"Nam-gu, Daegu",0.210092805000632
40,46,Daegu,"Buk-gu, Daegu",0.0165525164514611
40,46,Daegu,Suseong-gu,0.1737727965056895
40,46,Daegu,Dalseo-gu,0.3134078014514058
40,46,Daegu,Dalseong-gun,0.0387271106920839
40,47,Gyeong-Buk,Gyeongsan-si,0.1021069353090422
40,47,Daegu,"Dong-gu, Daegu",0.1498545753850988
40,47,Daegu,Suseong-gu,0.7260478623155167
40,47,Daegu,Dalseong-gun,0.0219632166115038
40,48,Gyeong-Buk,Gyeongsan-si,0.9326036846775756
40,48,Daegu,"Dong-gu, Daegu",0.0673961922019978
40,49,Gyeong-Buk,Yeongcheon-si,0.2441542015776992
40,49,Gyeong-Buk,Gyeongsan-si,0.7558457984223007
40,50,Gyeong-Buk,Gyeongju-si,0.270208710702268
40,50,Gyeong-Buk,Yeongcheon-si,0.3235421478848941
40,50,Gyeong-Buk,Gyeongsan-si,0.1354315439908947
40,50,Gyeong-Buk,Cheongdo-gun,0.2708175974219431
40,51,Gyeong-Buk,Gyeongju-si,1.0
40,52,Gyeong-Buk,Gyeongju-si,1.0
40,53,Gyeong-Buk,Gyeongju-si,1.0
40,54,Gyeong-Buk,Pohang-si,1.2676026750191814e-05
40,54,Gyeong-Buk,Gyeongju-si,0.9999873136527728
40,55,Gyeong-Buk,Pohang-si,0.1028429746581361
40,55,Gyeong-Buk,Gyeongju-si,0.8971542110188098
41,25,Jeon-Buk,Gunsan-si,1.0
41,26,Jeon-Buk,Gunsan-si,1.0
41,27,Jeon-Buk,Gunsan-si,0.9943623402366314
41,27,Chung-Nam,Seocheon-gun,0.0056376597633686
41,28,Jeon-Buk,Gunsan-si,1.0
41,29,Jeon-Buk,Gunsan-si,0.8341523545906001
41,29,Jeon-Buk,Iksan-si,0.1541103039966738
41,29,Jeon-Buk,Gimje-si,0.0117300867340879
41,30,Jeon-Buk,Gunsan-si,0.0166707525270447
41,30,Jeon-Buk,Iksan-si,0.9770672755209584
41,30,Jeon-Buk,Gimje-si,0.0062599310504458
41,31,Jeon-Buk,Iksan-si,0.8602521947896429
41,31,Jeon-Buk,Wanju-gun,0.1397432953365994
41,32,Jeon-Buk,Iksan-si,0.0075213265506703
41,32,Jeon-Buk,Wanju-gun,0.992476848412308
41,33,Jeon-Buk,Wanju-gun,1.0
41,34,Jeon-Buk,Wanju-gun,0.3868919087165223
41,34,Jeon-Buk,Jinan-gun,0.6131080059104145
41,35,Jeon-Buk,Jinan-gun,0.9732888416065104
41,35,Chung-Nam,Geumsan-gun,0.0267111583934896
41,36,Jeon-Buk,Jinan-gun,0.3782270514986957
41,36,Jeon-Buk,Muju-gun,0.6181832808653583
41,36,Chung-Nam,Geumsan-gun,0.0035896676359458
41,37,Jeon-Buk,Muju-gun,1.0
41,38,Jeon-Buk,Muju-gun,1.0
41,39,Gyeong-Nam,Geochang-gun,0.0273405723897522
41,39,Gyeong-Buk,Gimcheon-si,0.2467312189636775
41,39,Jeon-Buk,Muju-gun,0.7259282086465703
41,40,Gyeong-Buk,Gimcheon-si,1.0
41,41,Gyeong-Buk,Gimcheon-si,0.5802249077863444
41,41,Gyeong-Buk,Seongju-gun,0.4197750922136555
41,42,Gyeong-Buk,Gimcheon-si,0.0410811233680039
41,42,Gyeong-Buk,Seongju-gun,0.958918876631996
41,43,Gyeong-Buk,Seongju-gun,1.0
41,44,Gyeong-Buk,Seongju-gun,0.5492113835332638
41,44,Gyeong-Buk,Chilgok-gun,0.3594358621852535
41,44,Daegu,Dalseong-gun,0.0913527542814826
41,45,Gyeong-Buk,Chilgok-gun,0.6012548056049398
41,45,Daegu,"Seo-gu, Daegu",0.0040817693162684
41,45,Daegu,"Buk-gu, Daegu",0.0671964135392135
41,45,Daegu,Dalseong-gun,0.3251903735123473
41,46,Gyeong-Buk,Chilgok-gun,0.0103673489166768
41,46,Daegu,"Dong-gu, Daegu",0.0561054280097738
41,46,Daegu,"Seo-gu, Daegu",0.0484290793367583
41,46,Daegu,"Buk-gu, Daegu",0.8808057780570564
41,47,Daegu,"Dong-gu, Daegu",0.9992807575551974
41,47,Daegu,"Buk-gu, Daegu",0.0007192424448025
41,48,Gyeong-Buk,Gyeongsan-si,0.8467757217939328
41,48,Daegu,"Dong-gu, Daegu",0.1532239824857267
41,49,Gyeong-Buk,Yeongcheon-si,0.7597436284128465
41,49,Gyeong-Buk,Gyeongsan-si,0.2402563715871535
41,50,Gyeong-Buk,Gyeongju-si,0.0466510613172869
41,50,Gyeong-Buk,Yeongcheon-si,0.9533489386827132
41,51,Gyeong-Buk,Gyeongju-si,0.7877196142961002
41,51,Gyeong-Buk,Yeongcheon-si,0.2122803857038999
41,52,Gyeong-Buk,Gyeongju-si,1.0
41,53,Gyeong-Buk,Pohang-si,0.0739713116581101
41,53,Gyeong-Buk,Gyeongju-si,0.9260251056735304
41,54,Gyeong-Buk,Pohang-si,0.8220424361216627
41,54,Gyeong-Buk,Gyeongju-si,0.1779531580288706
41,55,Gyeong-Buk,Pohang-si,0.9955869226268602
41,55,Gyeong-Buk,Gyeongju-si,0.004412005575154
42,23,Jeon-Buk,Gunsan-si,1.0
42,25,Jeon-Buk,Gunsan-si,1.0
42,26,Jeon-Buk,Gunsan-si,0.9977392326483868
42,26,Chung-Nam,Seocheon-gun,0.0022607673516129
42,27,Chung-Nam,Seocheon-gun,1.0
42,28,Jeon-Buk,Gunsan-si,0.2183804666418999
42,28,Chung-Nam,Seocheon-gun,0.7816195333581002
42,29,Jeon-Buk,Gunsan-si,0.5648784331229605
42,29,Jeon-Buk,Iksan-si,0.2108752170620537
42,29,Chung-Nam,Buyeo-gun,0.0101504605032687
42,29,Chung-Nam,Seocheon-gun,0.214094807958585
42,30,Jeon-Buk,Gunsan-si,0.0200472804287245
42,30,Jeon-Buk,Iksan-si,0.9799526269149292
42,31,Jeon-Buk,Iksan-si,0.9978572728587785
42,31,Chung-Nam,Nonsan-si,0.0021427271412215
42,32,Jeon-Buk,Iksan-si,0.1650796539508498
42,32,Jeon-Buk,Wanju-gun,0.8112559415528366
42,32,Chung-Nam,Nonsan-si,0.0236589459167339
42,33,Jeon-Buk,Wanju-gun,1.0
42,34,Jeon-Buk,Wanju-gun,0.5513944479702398
42,34,Jeon-Buk,Jinan-gun,0.1667987252247811
42,34,Chung-Nam,Geumsan-gun,0.2818066322595012
42,35,Jeon-Buk,Jinan-gun,0.1338405732961431
42,35,Chung-Nam,Geumsan-gun,0.8661594267038568
42,36,Jeon-Buk,Muju-gun,0.380622293255252
42,36,Chung-Nam,Geumsan-gun,0.6193777067447479
42,37,Jeon-Buk,Muju-gun,0.7918022232186444
42,37,Chung-Nam,Geumsan-gun,0.0443016169862985
42,37,Chungbuk,Yeongdong-gun,0.1638961597950572
42,38,Jeon-Buk,Muju-gun,0.5021800992731869
42,38,Chungbuk,Yeongdong-gun,0.4978199007268132
42,39,Gyeong-Buk,Gimcheon-si,0.3029602986459618
42,39,Jeon-Buk,Muju-gun,0.3709403362001993
42,39,Chungbuk,Yeongdong-gun,0.3260993651538389
42,40,Gyeong-Buk,Gimcheon-si,0.9722114782494642
42,40,Chungbuk,Yeongdong-gun,0.0277885217505357
42,41,Gyeong-Buk,Gimcheon-si,1.0
42,42,Gyeong-Buk,Gimcheon-si,0.5029047357450329
42,42,Gyeong-Buk,Seongju-gun,0.4970952642549672
42,43,Gyeong-Buk,Gimcheon-si,0.0505256621116875
42,43,Gyeong-Buk,Seongju-gun,0.7535990966466679
42,43,Gyeong-Buk,Chilgok-gun,0.1958752412416445
42,44,Gyeong-Buk,Seongju-gun,0.0085368940335587
42,44,Gyeong-Buk,Chilgok-gun,0.9914631059664412
42,45,Gyeong-Buk,Chilgok-gun,0.9923400391475272
42,45,Daegu,"Buk-gu, Daegu",0.0066882881688063
42,46,Gyeong-Buk,Gunwi-gun,0.0395903745920544
42,46,Gyeong-Buk,Chilgok-gun,0.7163724408493433
42,46,Daegu,"Dong-gu, Daegu",0.1051111386215643
42,46,Daegu,"Buk-gu, Daegu",0.1353880859489619
42,47,Gyeong-Buk,Yeongcheon-si,0.180481318917758
42,47,Gyeong-Buk,Gyeongsan-si,0.0058266304823635
42,47,Gyeong-Buk,Gunwi-gun,0.2388675099283824
42,47,Gyeong-Buk,Chilgok-gun,0.0027815114994881
42,47,Daegu,"Dong-gu, Daegu",0.5720377705368952
42,48,Gyeong-Buk,Yeongcheon-si,0.7403274722415647
42,48,Gyeong-Buk,Gyeongsan-si,0.243020340621179
42,48,Daegu,"Dong-gu, Daegu",0.0166514289442225
42,49,Gyeong-Buk,Yeongcheon-si,0.9901536079270744
42,49,Gyeong-Buk,Gyeongsan-si,0.0098463920729255
42,50,Gyeong-Buk,Yeongcheon-si,1.0
42,51,Gyeong-Buk,Gyeongju-si,0.2081409913239394
42,51,Gyeong-Buk,Yeongcheon-si,0.7918590086760605
42,52,Gyeong-Buk,Pohang-si,0.0013018650401442
42,52,Gyeong-Buk,Gyeongju-si,0.9986979784514736
42,53,Gyeong-Buk,Pohang-si,0.4369451826015939
42,53,Gyeong-Buk,Pohang-si,0.003267573252281
42,53,Gyeong-Buk,Gyeongju-si,0.5597814807771869
42,54,Gyeong-Buk,Pohang-si,0.9907638988438736
42,54,Gyeong-Buk,Pohang-si,0.0092361011561264
42,55,Gyeong-Buk,Pohang-si,1.0
42,56,Gyeong-Buk,Pohang-si,1.0
43,20,Jeon-Buk,Gunsan-si,1.0
43,21,Jeon-Buk,Gunsan-si,1.0
43,25,Jeon-Buk,Gunsan-si,0.7756473918795646
43,25,Chung-Nam,Seocheon-gun,0.2243526081204354
43,26,Chung-Nam,Seocheon-gun,1.0
43,27,Chung-Nam,Seocheon-gun,1.0
43,28,Chung-Nam,Buyeo-gun,0.0188566081435505
43,28,Chung-Nam,Seocheon-gun,0.981143090275708
43,29,Jeon-Buk,Iksan-si,0.1970131584638296
43,29,Chung-Nam,Buyeo-gun,0.5618952641005326
43,29,Chung-Nam,Seocheon-gun,0.2410914310891537
43,30,Jeon-Buk,Iksan-si,0.8570126269664932
43,30,Chung-Nam,Nonsan-si,0.005872253654715
43,30,Chung-Nam,Buyeo-gun,0.1371151193787918
43,31,Jeon-Buk,Iksan-si,0.4403288997076804
43,31,Chung-Nam,Nonsan-si,0.5596109354705922
43,31,Chung-Nam,Buyeo-gun,6.016482172731299e-05
43,32,Jeon-Buk,Wanju-gun,0.1313903157746955
43,32,Chung-Nam,Nonsan-si,0.8686066806576532
43,33,Jeon-Buk,Wanju-gun,0.4008554830356226
43,33,Chung-Nam,Nonsan-si,0.5991407255572591
43,34,Jeon-Buk,Wanju-gun,0.2681261816925743
43,34,Chung-Nam,Nonsan-si,0.0401666611074808
43,34,Chung-Nam,Geumsan-gun,0.6917061920809244
43,35,Chung-Nam,Geumsan-gun,1.0
43,36,Chung-Nam,Geumsan-gun,0.8990332156686456
43,36,Chungbuk,Yeongdong-gun,0.1009667843313543
43,37,Jeon-Buk,Muju-gun,0.0003641911365924
43,37,Chung-Nam,Geumsan-gun,0.0412183782904473
43,37,Chungbuk,Yeongdong-gun,0.9584174305729602
43,38,Chungbuk,Yeongdong-gun,1.0
43,39,Chungbuk,Yeongdong-gun,1.0
43,40,Gyeong-Buk,Gimcheon-si,0.5659571816913994
43,40,Chungbuk,Yeongdong-gun,0.4340428183086005
43,41,Gyeong-Buk,Gimcheon-si,1.0
43,42,Gyeong-Buk,Gimcheon-si,1.0
43,43,Gyeong-Buk,Gimcheon-si,0.567959721868114
43,43,Gyeong-Buk,Gumi-si,0.2694118533231883
43,43,Gyeong-Buk,Chilgok-gun,0.1626284248086974
43,44,Gyeong-Buk,Gumi-si,0.6979119228445789
43,44,Gyeong-Buk,Chilgok-gun,0.3020880771554209
43,45,Gyeong-Buk,Gumi-si,0.4104100251332679
43,45,Gyeong-Buk,Chilgok-gun,0.5895899748667321
43,46,Gyeong-Buk,Gumi-si,0.0485350787509453
43,46,Gyeong-Buk,Gunwi-gun,0.5548742452352933
43,46,Gyeong-Buk,Chilgok-gun,0.3965703749367075
43,47,Gyeong-Buk,Yeongcheon-si,0.1559478126094497
43,47,Gyeong-Buk,Gunwi-gun,0.8440521873905502
43,48,Gyeong-Buk,Yeongcheon-si,0.6638181241932384
43,48,Gyeong-Buk,Gunwi-gun,0.3361818758067616
43,49,Gyeong-Buk,Yeongcheon-si,0.9951894530047216
43,49,Gyeong-Buk,Gunwi-gun,0.0048105469952784
43,50,Gyeong-Buk,Yeongcheon-si,1.0
43,51,Gyeong-Buk,Pohang-si,0.2415430480940533
43,51,Gyeong-Buk,Gyeongju-si,0.0143696925492455
43,51,Gyeong-Buk,Yeongcheon-si,0.7440828939296151
43,52,Gyeong-Buk,Pohang-si,0.7781163660975953
43,52,Gyeong-Buk,Gyeongju-si,0.2198656201601769
43,52,Gyeong-Buk,Yeongcheon-si,0.0020158274718443
43,53,Gyeong-Buk,Pohang-si,0.1620460598581227
43,53,Gyeong-Buk,Pohang-si,0.6495739431712931
43,53,Gyeong-Buk,Gyeongju-si,0.1883763358958599
43,54,Gyeong-Buk,Pohang-si,0.1589950035280479
43,54,Gyeong-Buk,Pohang-si,0.841004996471952
43,55,Gyeong-Buk,Pohang-si,0.9983484568708524
43,55,Gyeong-Buk,Pohang-si,0.0016515431291476
43,56,Gyeong-Buk,Pohang-si,1.0
44,20,Chung-Nam,Boryeong-si,1.0
44,21,Chung-Nam,Boryeong-si,1.0
44,22,Chung-Nam,Boryeong-si,1.0
44,23,Chung-Nam,Boryeong-si,1.0
44,25,Chung-Nam,Boryeong-si,0.8156528702461912
44,25,Chung-Nam,Seocheon-gun,0.1843471297538088
44,26,Chung-Nam,Boryeong-si,0.706106425619746
44,26,Chung-Nam,Seocheon-gun,0.293893574357529
44,27,Chung-Nam,Boryeong-si,0.7897319351417411
44,27,Chung-Nam,Buyeo-gun,0.0083364421785424
44,27,Chung-Nam,Seocheon-gun,0.2019316226797164
44,28,Chung-Nam,Boryeong-si,0.0798600444460357
44,28,Chung-Nam,Buyeo-gun,0.7023281422600229
44,28,Chung-Nam,Seocheon-gun,0.2178104138535201
44,29,Chung-Nam,Buyeo-gun,1.0
44,30,Chung-Nam,Nonsan-si,0.0938175435181757
44,30,Chung-Nam,Buyeo-gun,0.9061824564818244
44,31,Chung-Nam,Nonsan-si,0.9291055978813036
44,31,Chung-Nam,Buyeo-gun,0.0708944021186963
44,32,Chung-Nam,Nonsan-si,1.0
44,33,Daejeon,"Seo-gu, Daejeon",0.0426424046285259
44,33,Chung-Nam,Nonsan-si,0.944444003419471
44,33,Chung-Nam,Gyeryong-si,0.0129119266699542
44,34,Daejeon,"Jung-gu, Daejeon",0.040525655889512
44,34,Daejeon,"Seo-gu, Daejeon",0.1937055707214457
44,34,Chung-Nam,Nonsan-si,0.0915234737637114
44,34,Chung-Nam,Geumsan-gun,0.6742405748348596
44,35,Daejeon,"Dong-gu, Daejeon",0.1762105860181894
44,35,Daejeon,"Jung-gu, Daejeon",0.0413035791213345
44,35,Chung-Nam,Geumsan-gun,0.7824846842975736
44,36,Chung-Nam,Geumsan-gun,0.7406647880909636
44,36,Chungbuk,Okcheon-gun,0.1761373735878278
44,36,Chungbuk,Yeongdong-gun,0.0831978383212085
44,37,Chungbuk,Okcheon-gun,0.2375409681645362
44,37,Chungbuk,Yeongdong-gun,0.7624590318354637
44,38,Chungbuk,Yeongdong-gun,1.0
44,39,Chungbuk,Yeongdong-gun,1.0
44,40,Gyeong-Buk,Gimcheon-si,0.3220506108345086
44,40,Chungbuk,Yeongdong-gun,0.6779493891654914
44,41,Gyeong-Buk,Gimcheon-si,0.9399555634164508
44,41,Chungbuk,Yeongdong-gun,0.0600444365835491
44,42,Gyeong-Buk,Gimcheon-si,0.9993568139457634
44,42,Gyeong-Buk,Gumi-si,0.0006431860542365
44,43,Gyeong-Buk,Gimcheon-si,0.3512563618573972
44,43,Gyeong-Buk,Gumi-si,0.6487436381426028
44,44,Gyeong-Buk,Gumi-si,1.0
44,45,Gyeong-Buk,Gumi-si,0.8845815084317058
44,45,Gyeong-Buk,Gunwi-gun,0.1154184915682941
44,46,Gyeong-Buk,Gumi-si,0.060215866989775
44,46,Gyeong-Buk,Gunwi-gun,0.9374054838634966
44,46,Gyeong-Buk,Uiseong-gun,0.0023786491467283
44,47,Gyeong-Buk,Gunwi-gun,0.9430614475518037
44,47,Gyeong-Buk,Uiseong-gun,0.0569385524481963
44,48,Gyeong-Buk,Gunwi-gun,0.919654944451282
44,48,Gyeong-Buk,Uiseong-gun,0.080345055548718
44,49,Gyeong-Buk,Yeongcheon-si,0.4745933150433907
44,49,Gyeong-Buk,Gunwi-gun,0.3213534069534792
44,49,Gyeong-Buk,Uiseong-gun,0.0110689779262165
44,49,Gyeong-Buk,Cheongsong-gun,0.1929823987378255
44,50,Gyeong-Buk,Pohang-si,0.1960012068905802
44,50,Gyeong-Buk,Yeongcheon-si,0.5355858187068856
44,50,Gyeong-Buk,Cheongsong-gun,0.2684093430128501
44,51,Gyeong-Buk,Pohang-si,0.9376683191239676
44,51,Gyeong-Buk,Yeongcheon-si,0.0623290138970925
44,52,Gyeong-Buk,Pohang-si,1.0
44,53,Gyeong-Buk,Pohang-si,1.0
44,54,Gyeong-Buk,Pohang-si,1.0
44,55,Gyeong-Buk,Pohang-si,1.0
45,21,Chung-Nam,Boryeong-si,1.0
45,22,Chung-Nam,Boryeong-si,1.0
45,23,Chung-Nam,Boryeong-si,1.0
45,24,Chung-Nam,Boryeong-si,1.0
45,26,Chung-Nam,Boryeong-si,1.0
45,27,Chung-Nam,Boryeong-si,0.9173112896829
45,27,Chung-Nam,Buyeo-gun,0.0826886922305588
45,28,Chung-Nam,Boryeong-si,0.0680937203967573
45,28,Chung-Nam,Buyeo-gun,0.9319061089755508
45,29,Chung-Nam,Buyeo-gun,0.9919539392892044
45,29,Chung-Nam,Cheongyang-gun,0.0080460607107956
45,30,Chung-Nam,Gongju-si,0.0578055153830648
45,30,Chung-Nam,Buyeo-gun,0.9163640139673208
45,30,Chung-Nam,Cheongyang-gun,0.0258283412932992
45,31,Chung-Nam,Gongju-si,0.3347947651040575
45,31,Chung-Nam,Nonsan-si,0.4007123133519872
45,31,Chung-Nam,Buyeo-gun,0.2644910385550117
45,32,Chung-Nam,Gongju-si,0.0410328999085845
45,32,Chung-Nam,Nonsan-si,0.8655289159691263
45,32,Chung-Nam,Gyeryong-si,0.0934366693544607
45,33,Daejeon,"Seo-gu, Daejeon",0.1191649604968141
45,33,Daejeon,Yuseong-gu,0.354508867128914
45,33,Chung-Nam,Nonsan-si,0.0694712065378962
45,33,Chung-Nam,Gyeryong-si,0.456828341788054
45,34,Daejeon,"Jung-gu, Daejeon",0.347996588044988
45,34,Daejeon,"Seo-gu, Daejeon",0.4955532189921393
45,34,Daejeon,Yuseong-gu,0.0571643903527335
45,34,Chung-Nam,Geumsan-gun,0.0992833679265746
45,35,Daejeon,"Dong-gu, Daejeon",0.5267688043044212
45,35,Daejeon,"Jung-gu, Daejeon",0.2100511779127457
45,35,Chung-Nam,Geumsan-gun,0.0120408882993719
45,35,Chungbuk,Okcheon-gun,0.2511389900758334
45,36,Chung-Nam,Geumsan-gun,0.0356946518402241
45,36,Chungbuk,Okcheon-gun,0.964305348159776
45,37,Chungbuk,Okcheon-gun,0.884780598859626
45,37,Chungbuk,Yeongdong-gun,0.1152194011403739
45,38,Chungbuk,Okcheon-gun,0.3092370690460989
45,38,Chungbuk,Yeongdong-gun,0.6907629309539011
45,39,Gyeong-Buk,Sangju-si,0.2917072272691438
45,39,Chungbuk,Okcheon-gun,0.0015669328801259
45,39,Chungbuk,Yeongdong-gun,0.7067258398507302
45,40,Gyeong-Buk,Gimcheon-si,6.018557115870988e-05
45,40,Gyeong-Buk,Sangju-si,0.5565036310914634
45,40,Chungbuk,Yeongdong-gun,0.4434361833373778
45,41,Gyeong-Buk,Gimcheon-si,0.251326879976313
45,41,Gyeong-Buk,Gumi-si,0.0005954536517173
45,41,Gyeong-Buk,Sangju-si,0.7198601560600671
45,41,Chungbuk,Yeongdong-gun,0.0282175103119025
45,42,Gyeong-Buk,Gimcheon-si,0.2665159032777947
45,42,Gyeong-Buk,Gumi-si,0.6362457649986806
45,42,Gyeong-Buk,Sangju-si,0.0972383317235247
45,43,Gyeong-Buk,Gimcheon-si,0.0004649325606705
45,43,Gyeong-Buk,Gumi-si,0.9995350674393296
45,44,Gyeong-Buk,Gumi-si,0.7993994162795889
45,44,Gyeong-Buk,Gunwi-gun,0.1722195145581711
45,44,Gyeong-Buk,Uiseong-gun,0.0283810691622399
45,45,Gyeong-Buk,Gumi-si,0.0601695672301142
45,45,Gyeong-Buk,Gunwi-gun,0.9342076371021588
45,45,Gyeong-Buk,Uiseong-gun,0.0056227956677268
45,46,Gyeong-Buk,Gunwi-gun,0.6723306019143823
45,46,Gyeong-Buk,Uiseong-gun,0.3276693980856177
45,47,Gyeong-Buk,Gunwi-gun,0.0284106690377828
45,47,Gyeong-Buk,Uiseong-gun,0.9715893309622172
45,48,Gyeong-Buk,Gunwi-gun,0.0422517846765859
45,48,Gyeong-Buk,Uiseong-gun,0.9560662575592228
45,48,Gyeong-Buk,Cheongsong-gun,0.0016819577641911
45,49,Gyeong-Buk,Gunwi-gun,0.00841906895892
45,49,Gyeong-Buk,Uiseong-gun,0.249215169374622
45,49,Gyeong-Buk,Cheongsong-gun,0.742365761666458
45,50,Gyeong-Buk,Pohang-si,0.0479878876140717
45,50,Gyeong-Buk,Cheongsong-gun,0.9520097645809412
45,51,Gyeong-Buk,Pohang-si,0.7135508680890574
45,51,Gyeong-Buk,Cheongsong-gun,0.2863881060400818
45,52,Gyeong-Buk,Pohang-si,0.7427592024157252
45,52,Gyeong-Buk,Cheongsong-gun,0.2572373144533253
45,53,Gyeong-Buk,Pohang-si,0.9716167458626932
45,53,Gyeong-Buk,Yeongdeok-gun,0.0283823218844128
45,54,Gyeong-Buk,Pohang-si,0.9605842201879976
45,54,Gyeong-Buk,Yeongdeok-gun,0.0394153433167323
46,23,Chung-Nam,Boryeong-si,1.0
46,24,Chung-Nam,Boryeong-si,0.993787390312492
46,24,Chung-Nam,Taean-gun,0.0062126096875079
46,25,Chung-Nam,Boryeong-si,0.920124909183847
46,25,Chung-Nam,Taean-gun,0.0798750908161529
46,26,Chung-Nam,Boryeong-si,1.0
46,27,Chung-Nam,Boryeong-si,0.9769092383639716
46,27,Chung-Nam,Buyeo-gun,0.0204603428164118
46,27,Chung-Nam,Cheongyang-gun,0.0026302879857344
46,28,Chung-Nam,Boryeong-si,0.064149415429275
46,28,Chung-Nam,Buyeo-gun,0.4245640455521495
46,28,Chung-Nam,Cheongyang-gun,0.5112865269596549
46,29,Chung-Nam,Buyeo-gun,0.2892479539497485
46,29,Chung-Nam,Cheongyang-gun,0.7107520460502514
46,30,Chung-Nam,Gongju-si,0.1303458298412354
46,30,Chung-Nam,Buyeo-gun,0.0417767780809869
46,30,Chung-Nam,Cheongyang-gun,0.8278732362902893
46,31,Chung-Nam,Gongju-si,0.9514166509652888
46,31,Chung-Nam,Nonsan-si,0.0181225819752593
46,31,Chung-Nam,Cheongyang-gun,0.0304590330379999
46,32,Chung-Nam,Gongju-si,0.9259602399713188
46,32,Chung-Nam,Nonsan-si,0.0348328530886801
46,32,Chung-Nam,Gyeryong-si,0.0392059689409195
46,33,Daejeon,Yuseong-gu,0.413332852967849
46,33,Chung-Nam,Gongju-si,0.4705271797343286
46,33,Chung-Nam,Gyeryong-si,0.1159165624587476
46,34,Daejeon,"Dong-gu, Daejeon",0.0024591487187717
46,34,Daejeon,"Jung-gu, Daejeon",0.0703710586205179
46,34,Daejeon,"Seo-gu, Daejeon",0.2749736789629829
46,34,Daejeon,Yuseong-gu,0.5595420014437819
46,34,Daejeon,Daedeok-gu,0.0926541122539455
46,35,Daejeon,"Dong-gu, Daejeon",0.6929740545715134
46,35,Daejeon,"Jung-gu, Daejeon",0.0244204021061362
46,35,Daejeon,Daedeok-gu,0.216785648875351
46,35,Chungbuk,Okcheon-gun,0.065819768999288
46,36,Daejeon,"Dong-gu, Daejeon",0.0392162773241282
46,36,Chungbuk,Boeun-gun,0.0041791755809512
46,36,Chungbuk,Okcheon-gun,0.956604168792349
46,37,Chungbuk,Boeun-gun,0.0039930145863961
46,37,Chungbuk,Okcheon-gun,0.9960069854136038
46,38,Chungbuk,Boeun-gun,0.1249037783619175
46,38,Chungbuk,Okcheon-gun,0.8750962216380824
46,39,Gyeong-Buk,Sangju-si,0.582245156874421
46,39,Chungbuk,Boeun-gun,0.1298682389221209
46,39,Chungbuk,Okcheon-gun,0.2853653279103635
46,39,Chungbuk,Yeongdong-gun,0.0025212762930946
46,40,Gyeong-Buk,Sangju-si,1.0
46,41,Gyeong-Buk,Sangju-si,1.0
46,42,Gyeong-Buk,Gumi-si,0.0279847556573101
46,42,Gyeong-Buk,Sangju-si,0.97201524434269
46,43,Gyeong-Buk,Gumi-si,0.5345464189717435
46,43,Gyeong-Buk,Sangju-si,0.2664527120536161
46,43,Gyeong-Buk,Uiseong-gun,0.1990008689746404
